sample_name	studyID	SampleID	file_filtered_r1r2_combined	reads_per_unfiltered_file	reads_per_file	species_id	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	reference_host_for_filtering	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild	
11166.ATL.24545.hawk	11166	Buteo-jamaicensis_S_S_Temp_D707-AK1680_filtered_r1r2combined	Buteo-jamaicensis_S_S_Temp_D707-AK1680_filtered_r1r2combined.fastq.gz	12993396	12991548	red_tailed_hawk.1	Chordata	Aves	Accipitridae	Buteo	Metazoa	Falconiformes	Buteo jamaicensis	Buteo japonicus	Buteo_jamaicensis	Red tailed hawk	flighted	Buteo japonicus			USA			"carnivore, scavenger"	carnivore	captive	
11166.NATL.24107.rhea	11166	Rhea-americana_S_S_Temp_D705-AK1543_filtered_r1r2combined	Rhea-americana_S_S_Temp_D705-AK1543_filtered_r1r2combined.fastq.gz	51187034	51041894	rhea.2	Chordata	Aves	Rheidae	Rhea	Metazoa	Rheiformes	Rhea americana	Rhea americana	Rhea_americana	rhea	flightless	Rhea americana			USA			omnivore	omnivore	captive	
11166.NATL.25017.rhea	11166	Rhea-americana_S_S_Temp_D706-AK1780_filtered_r1r2combined	Rhea-americana_S_S_Temp_D706-AK1780_filtered_r1r2combined.fastq.gz	24251830	24239394	rhea.3	Chordata	Aves	Rheidae	Rhea	Metazoa	Rheiformes	Rhea americana	Rhea americana	Rhea_americana	rhea	flightless	Rhea americana			USA			omnivore	omnivore	captive	
11166.NATL.25027.rhea	11166	Rhea-americana_S_S_Temp_D706-AK1543_filtered_r1r2combined	Rhea-americana_S_S_Temp_D706-AK1543_filtered_r1r2combined.fastq.gz	11998942	11998066	rhea.4	Chordata	Aves	Rheidae	Rhea	Metazoa	Rheiformes	Rhea americana	Rhea americana	Rhea_americana	rhea	flightless	Rhea americana			USA			omnivore	omnivore	captive	
11166.NATL.25059.rhea	11166	Rhea-americana_S_S_Temp_D706-AK1545_filtered_r1r2combined	Rhea-americana_S_S_Temp_D706-AK1545_filtered_r1r2combined.fastq.gz	14023128	14022004	rhea.5	Chordata	Aves	Rheidae	Rhea	Metazoa	Rheiformes	Rhea americana	Rhea americana	Rhea_americana	rhea	flightless	Rhea americana			USA			omnivore	omnivore	captive	
11166.lamprey.24159.lamprey	11166	Petromyzon-marinus_S_S_Temp_D702-AK1546_filtered_r1r2combined	Petromyzon-marinus_S_S_Temp_D702-AK1546_filtered_r1r2combined.fastq.gz	75842922	7558816	sea_lamprey.1	Chordata	Hyperoartia	Petromyzontidae	Petromyzon	Metazoa	Petromyzontiformes	Petromyzon marinus	Petromyzon marinus	Petromyzon_marinus	sea lamprey	flightless	Petromyzon marinus			USA			sanguivore	carnivore	wild	
11166.lamprey.24168.lamprey	11166	Petromyzon-marinus_S_S_Temp_D701-AK1780_filtered_r1r2combined	Petromyzon-marinus_S_S_Temp_D701-AK1780_filtered_r1r2combined.fastq.gz	40005538	2160580	sea_lamprey.2	Chordata	Hyperoartia	Petromyzontidae	Petromyzon	Metazoa	Petromyzontiformes	Petromyzon marinus	Petromyzon marinus	Petromyzon_marinus	sea lamprey	flightless	Petromyzon marinus			USA			sanguivore	carnivore	wild	
11166.lamprey.24173.lamprey	11166	Petromyzon-marinus_S_S_Temp_D701-AK1544_filtered_r1r2combined	Petromyzon-marinus_S_S_Temp_D701-AK1544_filtered_r1r2combined.fastq.gz	105797434	6050832	sea_lamprey.3	Chordata	Hyperoartia	Petromyzontidae	Petromyzon	Metazoa	Petromyzontiformes	Petromyzon marinus	Petromyzon marinus	Petromyzon_marinus	sea lamprey	flightless	Petromyzon marinus			USA			sanguivore	carnivore	wild	
11166.lamprey.24177.lamprey	11166	Petromyzon-marinus_S_S_Temp_D702-AK1543_filtered_r1r2combined	Petromyzon-marinus_S_S_Temp_D702-AK1543_filtered_r1r2combined.fastq.gz	5616910	5563566	sea_lamprey.4	Chordata	Hyperoartia	Petromyzontidae	Petromyzon	Metazoa	Petromyzontiformes	Petromyzon marinus	Petromyzon marinus	Petromyzon_marinus	sea lamprey	flightless	Petromyzon marinus			USA			sanguivore	carnivore	wild	
11166.lamprey.24178.lamprey	11166	Petromyzon-marinus_S_S_Temp_D702-AK1545_filtered_r1r2combined	Petromyzon-marinus_S_S_Temp_D702-AK1545_filtered_r1r2combined.fastq.gz	81313692	5374230	sea_lamprey.5	Chordata	Hyperoartia	Petromyzontidae	Petromyzon	Metazoa	Petromyzontiformes	Petromyzon marinus	Petromyzon marinus	Petromyzon_marinus	sea lamprey	flightless	Petromyzon marinus			USA			sanguivore	carnivore	wild	
11166.lamprey.24179.lamprey	11166	Petromyzon-marinus_S_S_Temp_D701-AK1546_filtered_r1r2combined	Petromyzon-marinus_S_S_Temp_D701-AK1546_filtered_r1r2combined.fastq.gz	49158058	3685728	sea_lamprey.6	Chordata	Hyperoartia	Petromyzontidae	Petromyzon	Metazoa	Petromyzontiformes	Petromyzon marinus	Petromyzon marinus	Petromyzon_marinus	sea lamprey	flightless	Petromyzon marinus			USA			sanguivore	carnivore	wild	
11166.lamprey.24365.lamprey	11166	Petromyzon-marinus_S_S_Temp_D701-AK1545_filtered_r1r2combined	Petromyzon-marinus_S_S_Temp_D701-AK1545_filtered_r1r2combined.fastq.gz	11652468	4517380	sea_lamprey.7	Chordata	Hyperoartia	Petromyzontidae	Petromyzon	Metazoa	Petromyzontiformes	Petromyzon marinus	Petromyzon marinus	Petromyzon_marinus	sea lamprey	flightless	Petromyzon marinus			USA			sanguivore	carnivore	wild	
11166.lamprey.24373.lamprey	11166	Petromyzon-marinus_S_S_Temp_D702-AK1680_filtered_r1r2combined	Petromyzon-marinus_S_S_Temp_D702-AK1680_filtered_r1r2combined.fastq.gz	68073402	3990702	sea_lamprey.8	Chordata	Hyperoartia	Petromyzontidae	Petromyzon	Metazoa	Petromyzontiformes	Petromyzon marinus	Petromyzon marinus	Petromyzon_marinus	sea lamprey	flightless	Petromyzon marinus			USA			sanguivore	carnivore	wild	
11166.lamprey.24380.lamprey	11166	Petromyzon-marinus_S_S_Temp_D701-AK1543_filtered_r1r2combined	Petromyzon-marinus_S_S_Temp_D701-AK1543_filtered_r1r2combined.fastq.gz	64454466	4159974	sea_lamprey.9	Chordata	Hyperoartia	Petromyzontidae	Petromyzon	Metazoa	Petromyzontiformes	Petromyzon marinus	Petromyzon marinus	Petromyzon_marinus	sea lamprey	flightless	Petromyzon marinus			USA			sanguivore	carnivore	wild	
11166.lamprey.24392.lamprey	11166	Petromyzon-marinus_S_S_Temp_D702-AK1682_filtered_r1r2combined	Petromyzon-marinus_S_S_Temp_D702-AK1682_filtered_r1r2combined.fastq.gz	50448962	3550018	sea_lamprey.10	Chordata	Hyperoartia	Petromyzontidae	Petromyzon	Metazoa	Petromyzontiformes	Petromyzon marinus	Petromyzon marinus	Petromyzon_marinus	sea lamprey	flightless	Petromyzon marinus			USA			sanguivore	carnivore	wild	
11166.UM.24898.finch	11166	Geospiza-difficilis_S_S_Temp_D712-AK1682_filtered_r1r2combined	Geospiza-difficilis_S_S_Temp_D712-AK1682_filtered_r1r2combined.fastq.gz	5943512	5572612	sharpbeaked_ground_finch.1	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza difficilis	Geospiza fortis	Geospiza_difficilis	sharpbeaked ground finch	flighted	Geospiza fortis			Ecuador			sanguivore	carnivore	wild	
11166.UM.24994.finch	11166	Geospiza-difficilis_S_S_Temp_D712-AK1543_filtered_r1r2combined	Geospiza-difficilis_S_S_Temp_D712-AK1543_filtered_r1r2combined.fastq.gz	8031360	7967968	sharpbeaked_ground_finch.2	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza difficilis	Geospiza fortis	Geospiza_difficilis	sharpbeaked ground finch	flighted	Geospiza fortis			Ecuador			sanguivore	carnivore	wild	
11166.AR.M18.flyingsquirrel	11166	Pteromys-volans_S_S_Temp_D707-AK1545_filtered_r1r2combined	Pteromys-volans_S_S_Temp_D707-AK1545_filtered_r1r2combined.fastq.gz	20695232	20495598	siberian_flying_squirrel.1	Chordata	Mammalia	Sciuridae	Pteromys	Metazoa	Rodentia	Pteromys volans	Sciurus vulgaris	Pteromys_volans	Siberian flying squirrel	flightless	Sciurus vulgaris			Finland			herbivore	herbivore	wild	
11166.AR.M28.flyingsquirrel	11166	Pteromys-volans_S_S_Temp_D703-AK1546_filtered_r1r2combined	Pteromys-volans_S_S_Temp_D703-AK1546_filtered_r1r2combined.fastq.gz	11104048	10868686	siberian_flying_squirrel.2	Chordata	Mammalia	Sciuridae	Pteromys	Metazoa	Rodentia	Pteromys volans	Sciurus vulgaris	Pteromys_volans	Siberian flying squirrel	flightless	Sciurus vulgaris			Finland			herbivore	herbivore	wild	
11166.AR.M43.flyingsquirrel	11166	Pteromys-volans_S_S_Temp_D703-AK1544_filtered_r1r2combined	Pteromys-volans_S_S_Temp_D703-AK1544_filtered_r1r2combined.fastq.gz	108681610	107981904	siberian_flying_squirrel.3	Chordata	Mammalia	Sciuridae	Pteromys	Metazoa	Rodentia	Pteromys volans	Sciurus vulgaris	Pteromys_volans	Siberian flying squirrel	flightless	Sciurus vulgaris			Finland			herbivore	herbivore	wild	
11166.AR.M47.flyingsquirrel	11166	Pteromys-volans_S_S_Temp_D708-AK1681_filtered_r1r2combined	Pteromys-volans_S_S_Temp_D708-AK1681_filtered_r1r2combined.fastq.gz	44096550	43292438	siberian_flying_squirrel.4	Chordata	Mammalia	Sciuridae	Pteromys	Metazoa	Rodentia	Pteromys volans	Sciurus vulgaris	Pteromys_volans	Siberian flying squirrel	flightless	Sciurus vulgaris			Finland			herbivore	herbivore	wild	
11166.AR.M82.flyingsquirrel	11166	Pteromys-volans_S_S_Temp_D703-AK1545_filtered_r1r2combined	Pteromys-volans_S_S_Temp_D703-AK1545_filtered_r1r2combined.fastq.gz	34978506	34739330	siberian_flying_squirrel.5	Chordata	Mammalia	Sciuridae	Pteromys	Metazoa	Rodentia	Pteromys volans	Sciurus vulgaris	Pteromys_volans	Siberian flying squirrel	flightless	Sciurus vulgaris			Finland			herbivore	herbivore	wild	
11166.FD.0437.hyena	11166	Crocuta-crocuta_S_S_Temp_D704-AK1681_filtered_r1r2combined	Crocuta-crocuta_S_S_Temp_D704-AK1681_filtered_r1r2combined.fastq.gz	11172024	5249378	spotted_hyena.1	Chordata	Mammalia	Hyaenidae	Crocuta	Metazoa	Carnivora	Crocuta crocuta	Crocuta crocuta	Crocuta_crocuta	Spotted hyena	flightless	Crocuta crocuta			France			carnivore	carnivore	captive	
11166.FD.0122.hyena	11166	Hyaena-hyaena_S_S_Temp_D701-AK1680_filtered_r1r2combined	Hyaena-hyaena_S_S_Temp_D701-AK1680_filtered_r1r2combined.fastq.gz	3307162	2716772	striped_desert_hamster.1	Chordata	Mammalia	Hyaenidae	Hyaena	Metazoa	Carnivora	Hyaena hyaena	Hyaena hyaena	Hyaena_hyaena	Striped hyena	flightless	Hyaena hyaena			France			"carnivore, scavenger"	carnivore	captive	
11166.NATL.25082.tinamou	11166	Eudromia-elegans_S_S_Temp_D706-AK1544_filtered_r1r2combined	Eudromia-elegans_S_S_Temp_D706-AK1544_filtered_r1r2combined.fastq.gz	52067270	51754556	tinamou.1	Chordata	Aves	Tinamidae	Eudromia	Metazoa	Tinamiformes	Eudromia elegans	Eudromia elegans	Eudromia_elegans	tinamou	flighted	Eudromia elegans			USA			omnivore	omnivore	captive	
11166.UM.24872.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D710-AK1546_filtered_r1r2combined	Geospiza-septentrionalis_S_S_Temp_D710-AK1546_filtered_r1r2combined.fastq.gz	3406552	3175442	vampire_finch.1	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza difficilis	Geospiza fortis	Geospiza_difficilis	vampire finch	flighted	Geospiza fortis			Ecuador			sanguivore	carnivore	wild	
11166.UM.24875.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D711-AK1780_filtered_r1r2combined	Geospiza-septentrionalis_S_S_Temp_D711-AK1780_filtered_r1r2combined.fastq.gz	3944206	3660554	vampire_finch.2	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza difficilis	Geospiza fortis	Geospiza_difficilis	vampire finch	flighted	Geospiza fortis			Ecuador			sanguivore	carnivore	wild	
11166.UM.24880.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D711-AK1680_filtered_r1r2combined	Geospiza-septentrionalis_S_S_Temp_D711-AK1680_filtered_r1r2combined.fastq.gz	11017084	10686842	vampire_finch.3	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza difficilis	Geospiza fortis	Geospiza_difficilis	vampire finch	flighted	Geospiza fortis			Ecuador			sanguivore	carnivore	wild	
11166.UM.24881.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D703-AK1681_filtered_r1r2combined	Geospiza-septentrionalis_S_S_Temp_D703-AK1681_filtered_r1r2combined.fastq.gz	40158278	39339640	vampire_finch.4	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza difficilis	Geospiza fortis	Geospiza_difficilis	vampire finch	flighted	Geospiza fortis			Ecuador			sanguivore	carnivore	wild	
11166.UM.24884.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D710-AK1544_filtered_r1r2combined	Geospiza-septentrionalis_S_S_Temp_D710-AK1544_filtered_r1r2combined.fastq.gz	6789534	6767008	vampire_finch.5	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza difficilis	Geospiza fortis	Geospiza_difficilis	vampire finch	flighted	Geospiza fortis			Ecuador			sanguivore	carnivore	wild	
11166.UM.24895.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D710-AK1543_filtered_r1r2combined	Geospiza-septentrionalis_S_S_Temp_D710-AK1543_filtered_r1r2combined.fastq.gz	9796560	9736346	vampire_finch.6	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza difficilis	Geospiza fortis	Geospiza_difficilis	vampire finch	flighted	Geospiza fortis			Ecuador			sanguivore	carnivore	wild	
11166.UM.24899.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D711-AK1546_filtered_r1r2combined	Geospiza-septentrionalis_S_S_Temp_D711-AK1546_filtered_r1r2combined.fastq.gz	7005112	6962158	vampire_finch.7	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza difficilis	Geospiza fortis	Geospiza_difficilis	vampire finch	flighted	Geospiza fortis			Ecuador			sanguivore	carnivore	wild	
11166.UM.24913.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D712-AK1681_filtered_r1r2combined	Geospiza-septentrionalis_S_S_Temp_D712-AK1681_filtered_r1r2combined.fastq.gz	3048486	2906886	vampire_finch.8	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza difficilis	Geospiza fortis	Geospiza_difficilis	vampire finch	flighted	Geospiza fortis			Ecuador			sanguivore	carnivore	wild	
11166.UM.24920.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D711-AK1681_filtered_r1r2combined	Geospiza-septentrionalis_S_S_Temp_D711-AK1681_filtered_r1r2combined.fastq.gz	13800954	13291744	vampire_finch.9	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza difficilis	Geospiza fortis	Geospiza_difficilis	vampire finch	flighted	Geospiza fortis			Ecuador			sanguivore	carnivore	wild	
11166.UM.24969.vfinch	11166	Geospiza-septentrionalis_S_S_Temp_D710-AK1780_filtered_r1r2combined	Geospiza-septentrionalis_S_S_Temp_D710-AK1780_filtered_r1r2combined.fastq.gz	18803486	18534486	vampire_finch.10	Chordata	Aves	Thraupidae	Geospiza	Metazoa	Passeriformes	Geospiza difficilis	Geospiza fortis	Geospiza_difficilis	vampire finch	flighted	Geospiza fortis			Ecuador			sanguivore	carnivore	wild	
11166.vbat.K1.colon.bat	11166	Glossophaga-morenoi_S_S_Temp_D708-AK1546_filtered_r1r2combined	Glossophaga-morenoi_S_S_Temp_D708-AK1546_filtered_r1r2combined.fastq.gz	17065472	2269874	western_longtongued_bat.1	Chordata	Mammalia	Phyllostomidae	Glossophaga	Metazoa	Chiroptera	Glossophaga morenoi	Anoura caudifer	Glossophaga_morenoi	western longtongued bat	flighted	Anoura caudifer			Mexico			"insectivore, frugivore, nectarivore"	omnivore	wild	
11212.AC622	11212	Alouatta-caraya_AC622_ATCACG_L001_001_filtered_r1r2combined	Alouatta-caraya_AC622_ATCACG_L001_001_filtered_r1r2combined.fastq.gz	16727424	16727218	black_grouse.1	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta caraya	Alouatta palliata	Alouatta_caraya	black howler monkey	flightless	Alouatta palliata		Folivore	Argentina	Atlantic Forest	stool	folivore	herbivore	wild	
11212.AC660	11212	Alouatta-caraya_AC660_CGATGT_L001_001_filtered_r1r2combined	Alouatta-caraya_AC660_CGATGT_L001_001_filtered_r1r2combined.fastq.gz	11989140	11988904	black_howler_monkey.1	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta caraya	Alouatta palliata	Alouatta_caraya	black howler monkey	flightless	Alouatta palliata		Folivore	Argentina	Atlantic Forest	stool	folivore	herbivore	wild	
11212.AC665	11212	Alouatta-caraya_AC665_TTAGGC_L001_001_filtered_r1r2combined	Alouatta-caraya_AC665_TTAGGC_L001_001_filtered_r1r2combined.fastq.gz	17051340	17051138	black_howler_monkey.2	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta caraya	Alouatta palliata	Alouatta_caraya	black howler monkey	flightless	Alouatta palliata		Folivore	Argentina	Atlantic Forest	stool	folivore	herbivore	wild	
11212.AC667	11212	Alouatta-caraya_AC667_TGACCA_L001_001_filtered_r1r2combined	Alouatta-caraya_AC667_TGACCA_L001_001_filtered_r1r2combined.fastq.gz	25100388	25100314	black_howler_monkey.3	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta caraya	Alouatta palliata	Alouatta_caraya	black howler monkey	flightless	Alouatta palliata		Folivore	Argentina	Atlantic Forest	stool	folivore	herbivore	wild	
11212.AC668	11212	Alouatta-caraya_AC668_ACAGTG_L001_001_filtered_r1r2combined	Alouatta-caraya_AC668_ACAGTG_L001_001_filtered_r1r2combined.fastq.gz	12288952	12288246	black_howler_monkey.4	Chordata	Mammalia	Atelidae	Alouatta	Metazoa	Primates	Alouatta caraya	Alouatta palliata	Alouatta_caraya	black howler monkey	flightless	Alouatta palliata		Folivore	Argentina	Atlantic Forest	stool	folivore	herbivore	wild	
11212.RT2013	11212	Cercopithecus-ascanius_RT2013_CTTGTA_L002_001_filtered_r1r2combined	Cercopithecus-ascanius_RT2013_CTTGTA_L002_001_filtered_r1r2combined.fastq.gz	16048120	16038808	black-cheeked_white-nosed_monkey.1	Chordata	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Cercopithecus ascanius	Cercopithecus mona	Cercopithecus_ascanius	black-cheeked white-nosed monkey	flightless	Cercopithecus mona		Not	Uganda	Rainforest	stool	omnivore	omnivore	wild	
11212.RT2017	11212	Cercopithecus-ascanius_RT2017_AGTCAA_L002_001_filtered_r1r2combined	Cercopithecus-ascanius_RT2017_AGTCAA_L002_001_filtered_r1r2combined.fastq.gz	12461230	12445362	black-cheeked_white-nosed_monkey.2	Chordata	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Cercopithecus ascanius	Cercopithecus mona	Cercopithecus_ascanius	black-cheeked white-nosed monkey	flightless	Cercopithecus mona		Not	Uganda	Rainforest	stool	omnivore	omnivore	wild	
11212.RT2019	11212	Cercopithecus-ascanius_RT2019_AGTTCC_L002_001_filtered_r1r2combined	Cercopithecus-ascanius_RT2019_AGTTCC_L002_001_filtered_r1r2combined.fastq.gz	12905990	12899588	black-cheeked_white-nosed_monkey.3	Chordata	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Cercopithecus ascanius	Cercopithecus mona	Cercopithecus_ascanius	black-cheeked white-nosed monkey	flightless	Cercopithecus mona		Not	Uganda	Rainforest	stool	omnivore	omnivore	wild	
11212.RT2021	11212	Cercopithecus-ascanius_RT2021_ATGTCA_L002_001_filtered_r1r2combined	Cercopithecus-ascanius_RT2021_ATGTCA_L002_001_filtered_r1r2combined.fastq.gz	14464738	14363096	black-cheeked_white-nosed_monkey.4	Chordata	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Cercopithecus ascanius	Cercopithecus mona	Cercopithecus_ascanius	black-cheeked white-nosed monkey	flightless	Cercopithecus mona		Not	Uganda	Rainforest	stool	omnivore	omnivore	wild	
11212.RT2048	11212	Cercopithecus-ascanius_RT2048_CCGTCC_L002_001_filtered_r1r2combined	Cercopithecus-ascanius_RT2048_CCGTCC_L002_001_filtered_r1r2combined.fastq.gz	14980520	14967276	black-cheeked_white-nosed_monkey.5	Chordata	Mammalia	Cercopithecidae	Cercopithecus	Metazoa	Primates	Cercopithecus ascanius	Cercopithecus mona	Cercopithecus_ascanius	black-cheeked white-nosed monkey	flightless	Cercopithecus mona		Not	Uganda	Rainforest	stool	omnivore	omnivore	wild	
11212.Ahyb1000	11212	Alouatta-palliata_Ahyb1000_CAGATC_L002_001_filtered_r1r2combined	Alouatta-palliata_Ahyb1000_CAGATC_L002_001_filtered_r1r2combined.fastq.gz	23641858	23641186	brown_spider_monkey.1	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles hybridus	Ateles geoffroyi	Ateles_hybridus	brown spider monkey	flightless	Ateles geoffroyi		Not	Colombia	Rainforest	stool	"herbivore, frugivore"	herbivore	wild	
11212.Ahyb135	11212	Alouatta-palliata_Ahyb135_ACTTGA_L002_001_filtered_r1r2combined	Alouatta-palliata_Ahyb135_ACTTGA_L002_001_filtered_r1r2combined.fastq.gz	22681184	22681054	brown_spider_monkey.2	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles hybridus	Ateles geoffroyi	Ateles_hybridus	brown spider monkey	flightless	Ateles geoffroyi		Not	Colombia	Rainforest	stool	"herbivore, frugivore"	herbivore	wild	
11212.Ahyb257	11212	Alouatta-palliata_Ahyb257_GATCAG_L002_001_filtered_r1r2combined	Alouatta-palliata_Ahyb257_GATCAG_L002_001_filtered_r1r2combined.fastq.gz	17058464	17058394	brown_spider_monkey.3	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles hybridus	Ateles geoffroyi	Ateles_hybridus	brown spider monkey	flightless	Ateles geoffroyi		Not	Colombia	Rainforest	stool	"herbivore, frugivore"	herbivore	wild	
11212.Ahyb401	11212	Alouatta-palliata_Ahyb401_TAGCTT_L002_001_filtered_r1r2combined	Alouatta-palliata_Ahyb401_TAGCTT_L002_001_filtered_r1r2combined.fastq.gz	16009048	16008646	brown_spider_monkey.4	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles hybridus	Ateles geoffroyi	Ateles_hybridus	brown spider monkey	flightless	Ateles geoffroyi		Not	Colombia	Rainforest	stool	"herbivore, frugivore"	herbivore	wild	
11212.Ahyb411	11212	Alouatta-pigra_Ahyb411_GGCTAC_L002_001_filtered_r1r2combined	Alouatta-pigra_Ahyb411_GGCTAC_L002_001_filtered_r1r2combined.fastq.gz	14004866	14004850	brown_spider_monkey.5	Chordata	Mammalia	Atelidae	Ateles	Metazoa	Primates	Ateles hybridus	Ateles geoffroyi	Ateles_hybridus	brown spider monkey	flightless	Ateles geoffroyi		Not	Colombia	Rainforest	stool	"herbivore, frugivore"	herbivore	wild	
